Biosample_RunID	Reads	Bases	Avg_Length
SAMEA7723872_ERR5003616	5907642	877325041	148.5068054
SAMEA7724228_ERR5003220	5911460	884715144	149.6610218
SAMEA7723402_ERR5001771	5913642	881430896	149.0504322
SAMEA7724066_ERR5005109	5916264	880241272	148.7832984
SAMEA7724110_ERR5003701	5931962	880950532	148.5091327
SAMEA7724140_ERR5003779	5938946	878778725	147.968802
SAMEA7723447_ERR5004541	5941450	883246767	148.6584532
SAMEA7723425_ERR5003101	5942906	888583671	149.5200616
SAMEA7724202_ERR5001919	5949230	889911823	149.5843702
SAMEA7724246_ERR5003299	5953788	891286116	149.7006806
SAMEA7723610_ERR5004455	5956460	886123748	148.7668427
SAMEA7724321_ERR5002140	5973144	894156003	149.69604
SAMEA7724317_ERR5004158	5978370	888918604	148.689125
SAMEA7724065_ERR5004321	5983936	888586893	148.4953871
SAMEA7723693_ERR5003466	5985206	896766668	149.8305435
SAMEA7723601_ERR5004380	5989678	890357008	148.6485597
SAMEA7723543_ERR5004996	6011356	885195390	147.2538625
SAMEA7723496_ERR5004781	6019500	894523082	148.6042166
SAMEA7723512_ERR5003356	6023724	901486552	149.6560188
SAMEA7723559_ERR5002262	6025568	901588904	149.6272059
SAMEA7723934_ERR5004709	6026174	896382577	148.7482069
SAMEA7723672_ERR5004710	6046124	898596368	148.6235426
SAMEA7724231_ERR5001970	6052882	905689244	149.6294235
SAMEA7723534_ERR5004924	6054224	900472726	148.7346233
SAMEA7723706_ERR5005016	6056796	895865791	147.9108411
SAMEA7723402_ERR5003050	6057762	903184249	149.0953671
SAMEA7723699_ERR5004222	6058830	899416849	148.4472826
SAMEA7723397_ERR5001742	6077102	910126670	149.7632704
SAMEA7724011_ERR5005002	6088746	906170498	148.8271145
SAMEA7724342_ERR5003429	6094926	911122513	149.4886916
SAMEA7724065_ERR5005108	6116264	908644964	148.5620902
SAMEA7723559_ERR5003541	6125708	916732757	149.6533555
SAMEA7724167_ERR5005232	6128304	897822106	146.5041724
SAMEA7723612_ERR5004520	6131324	910145729	148.4419563
SAMEA7723936_ERR5003926	6138062	909947604	148.2467274
SAMEA7723560_ERR5002267	6141222	919103450	149.6613296
SAMEA7723448_ERR5004544	6150828	913654139	148.5416498
SAMEA7723554_ERR5004306	6151434	910821405	148.0665167
SAMEA7723531_ERR5003392	6154512	918809498	149.2903902
SAMEA7723692_ERR5002185	6155948	921759298	149.734744
SAMEA7723389_ERR5004363	6162320	917551451	148.8970795
SAMEA7723556_ERR5004308	6166472	914958989	148.3764118
SAMEA7724248_ERR5002021	6168704	921720669	149.4188518
SAMEA7723928_ERR5001911	6169038	920728498	149.2499314
SAMEA7723886_ERR5003638	6174260	918712903	148.7972491
SAMEA7723607_ERR5003073	6188650	927305892	149.8397699
SAMEA7723714_ERR5004237	6196256	921076100	148.650427
SAMEA7723609_ERR5001804	6200020	927241110	149.5545353
SAMEA7724252_ERR5002023	6210330	929555836	149.6789762
SAMEA7724176_ERR5003848	6215262	907805328	146.0606694
SAMEA7723554_ERR5005093	6226844	922531325	148.1539163
SAMEA7723872_ERR5004403	6238270	926781395	148.5638478
SAMEA7723395_ERR5003588	6241192	928117520	148.7083749
SAMEA7723656_ERR5003850	6254968	927576095	148.294299
SAMEA7723913_ERR5003147	6258510	937269954	149.7592804
SAMEA7723679_ERR5003951	6260074	931294357	148.767308
SAMEA7723397_ERR5003022	6262312	938019119	149.7879887
SAMEA7724173_ERR5005243	6269990	933183333	148.8333048
SAMEA7723404_ERR5004413	6273268	932769183	148.6895161
SAMEA7723993_ERR5005323	6274536	937224878	149.3695913
SAMEA7724294_ERR5004073	6278288	930714283	148.2433241
SAMEA7724176_ERR5004635	6279468	918508868	146.2717651
SAMEA7723972_ERR5004088	6282518	934242742	148.7051437
SAMEA7723602_ERR5001747	6298370	943553963	149.8092305
SAMEA7723936_ERR5004713	6320494	937444404	148.3182175
SAMEA7724207_ERR5001924	6322084	937240743	148.2487014
SAMEA7723609_ERR5003083	6324578	945996951	149.5747149
SAMEA7723443_ERR5004534	6329294	940785293	148.6398472
SAMEA7723691_ERR5002180	6361602	952514627	149.7287361
SAMEA7724317_ERR5004945	6363586	946564539	148.7470334
SAMEA7723533_ERR5004921	6367628	947958158	148.8714727
SAMEA7723976_ERR5002076	6369866	953129875	149.6310715
SAMEA7724289_ERR5003333	6372808	953800802	149.6672741
SAMEA7723452_ERR5004550	6386080	947098521	148.306711
SAMEA7723604_ERR5001779	6389850	954632352	149.3982413
SAMEA7723647_ERR5004614	6391312	950812716	148.7664373
SAMEA7723886_ERR5004425	6397358	952210230	148.8442932
SAMEA7723400_ERR5001769	6401754	953229434	148.9012908
SAMEA7724048_ERR5002241	6414496	961086217	149.8303557
SAMEA7723649_ERR5005233	6429652	956796296	148.8099661
SAMEA7723437_ERR5003730	6438934	953899273	148.1455273
SAMEA7723714_ERR5005024	6445660	958574993	148.7163445
SAMEA7723642_ERR5004609	6449328	959170495	148.7240989
SAMEA7723705_ERR5002203	6454578	962074795	149.0530899
SAMEA7724007_ERR5003450	6463522	965936632	149.4443172
SAMEA7723408_ERR5001792	6478364	970545543	149.81337
SAMEA7724332_ERR5002142	6479872	968765840	149.5038544
SAMEA7723656_ERR5004637	6480392	961613014	148.3880935
SAMEA7723608_ERR5003074	6483190	971266165	149.8130033
SAMEA7724207_ERR5003203	6501722	964325857	148.3185312
SAMEA7724110_ERR5004488	6502380	966094559	148.5755307
SAMEA7724319_ERR5002138	6519426	972773077	149.2114608
SAMEA7723679_ERR5004738	6521268	970503751	148.821326
SAMEA7724189_ERR5005273	6522762	969577876	148.6452941
SAMEA7723691_ERR5003459	6535128	978634830	149.74991
SAMEA7723674_ERR5001956	6539142	978198482	149.5912586
SAMEA7723937_ERR5001952	6542258	978858851	149.6209491
SAMEA7723605_ERR5001781	6545164	979904039	149.7142072
SAMEA7723697_ERR5002191	6547270	979622169	149.6229984
SAMEA7724048_ERR5003520	6547742	981161003	149.8472302
SAMEA7723500_ERR5004024	6550002	970119238	148.1097621
SAMEA7723400_ERR5003048	6552812	975952478	148.936438
SAMEA7723496_ERR5002013	6556638	981760995	149.7354277
SAMEA7723604_ERR5003058	6561900	980569871	149.4338333
SAMEA7723396_ERR5001741	6585244	986286467	149.7721978
SAMEA7723699_ERR5005009	6587444	978410937	148.526642
SAMEA7723972_ERR5004875	6592958	980784583	148.7624497
SAMEA7724180_ERR5005259	6596134	980386131	148.6304146
SAMEA7723882_ERR5001784	6601816	985321221	149.2500277
SAMEA7723395_ERR5004375	6617110	984386415	148.7637979
SAMEA7723500_ERR5004811	6617968	980741136	148.1936957
SAMEA7723389_ERR5001724	6628092	992629602	149.7609873
SAMEA7724332_ERR5003421	6628236	991143611	149.5335427
SAMEA7723408_ERR5003071	6630452	993435290	149.8291957
SAMEA7723474_ERR5001982	6635400	991733656	149.4610206
SAMEA7723703_ERR5005013	6644020	984882330	148.2359069
SAMEA7723882_ERR5003633	6650304	985296724	148.158148
SAMEA7723535_ERR5002119	6659118	997783075	149.8371218
SAMEA7723619_ERR5005177	6663378	991822121	148.8467442
SAMEA7724162_ERR5003820	6667396	990178946	148.5105948
SAMEA7723669_ERR5003876	6669422	991891834	148.7223082
SAMEA7723937_ERR5003231	6672258	998431797	149.6392671
SAMEA7723888_ERR5003640	6675092	988398049	148.0725732
SAMEA7723674_ERR5003235	6690866	1001044097	149.6135324
SAMEA7724211_ERR5001928	6691500	1001128488	149.6119686
SAMEA7724005_ERR5002169	6702666	996339857	148.6482926
SAMEA7724046_ERR5005076	6705350	995232617	148.4236642
SAMEA7724109_ERR5003124	6711250	1004516828	149.6765622
SAMEA7723697_ERR5003470	6719818	1005604557	149.6475882
SAMEA7723389_ERR5003004	6736272	1008976435	149.7826149
SAMEA7723437_ERR5004517	6736482	998649935	148.2450239
SAMEA7723474_ERR5003261	6739096	1007357231	149.4795787
SAMEA7724319_ERR5003417	6744466	1006629096	149.2526015
SAMEA7723418_ERR5001811	6757226	1001983758	148.2832982
SAMEA7724286_ERR5004852	6760208	1003767889	148.4818054
SAMEA7723496_ERR5003292	6763750	1012958911	149.7629142
SAMEA7723544_ERR5004997	6764448	1005146462	148.5925329
SAMEA7723927_ERR5001902	6764934	1010994926	149.4463843
SAMEA7723517_ERR5003368	6775616	1013578651	149.5921037
SAMEA7723856_ERR5001751	6782000	1016246885	149.8447191
SAMEA7723535_ERR5003398	6782366	1016365014	149.85405
SAMEA7723396_ERR5003021	6788398	1016859286	149.7937048
SAMEA7723882_ERR5004420	6793338	1006980677	148.2306161
SAMEA7723605_ERR5003060	6794468	1017403720	149.740012
SAMEA7723408_ERR5004428	6798988	1011773540	148.8123733
SAMEA7723906_ERR5004479	6809790	1011477796	148.532891
SAMEA7723448_ERR5001897	6814520	1019407056	149.5933765
SAMEA7723862_ERR5003037	6819182	1021105942	149.7402389
SAMEA7723920_ERR5003746	6826700	1014823383	148.6550431
SAMEA7723615_ERR5003755	6830314	1006195267	147.3131787
SAMEA7723418_ERR5003090	6831768	1013248920	148.3143046
SAMEA7723505_ERR5002032	6831994	1010206853	147.8641306
SAMEA7723715_ERR5004238	6852468	1019150998	148.7275822
SAMEA7723663_ERR5005260	6856508	1019631280	148.7099964
SAMEA7724005_ERR5003448	6857174	1019514636	148.6785425
SAMEA7724283_ERR5003328	6860438	1027097974	149.7131778
SAMEA7723439_ERR5004522	6865976	1020449537	148.6241049
SAMEA7723614_ERR5003169	6866444	1027709692	149.6713134
SAMEA7723698_ERR5002192	6870096	1028047670	149.6409468
SAMEA7724162_ERR5004607	6873194	1021243996	148.5836128
SAMEA7723876_ERR5001774	6883192	1030729554	149.745867
SAMEA7723856_ERR5003031	6888742	1032382128	149.8651173
SAMEA7724294_ERR5004860	6892778	1022526901	148.347575
SAMEA7723935_ERR5001950	6918586	1033477535	149.3769876
SAMEA7723505_ERR5003311	6922090	1023789283	147.9017584
SAMEA7724110_ERR5003125	6929226	1036659424	149.6068138
SAMEA7723677_ERR5001965	6931402	1038098500	149.7674641
SAMEA7724340_ERR5003427	6933348	1037366333	149.6198277
SAMEA7724182_ERR5005262	6936790	1030817607	148.60153
SAMEA7724203_ERR5003890	6952208	1031830599	148.4176824
SAMEA7723459_ERR5001910	6980338	1043461191	149.4857686
SAMEA7723669_ERR5004663	6981218	1038684069	148.7826435
SAMEA7724280_ERR5002046	7005728	1046875153	149.4313158
SAMEA7723883_ERR5003634	7012434	1036785137	147.8495394
SAMEA7723915_ERR5001871	7013502	1050086507	149.7235628
SAMEA7723863_ERR5001758	7019560	1051247067	149.7596811
SAMEA7723968_ERR5002030	7023402	1046936454	149.0640083
SAMEA7723426_ERR5001823	7025684	1047297890	149.067036
SAMEA7723677_ERR5003244	7027356	1052592535	149.7850024
SAMEA7723448_ERR5003176	7029828	1051801875	149.6198591
SAMEA7724300_ERR5003342	7042336	1054790457	149.7784907
SAMEA7723912_ERR5001866	7050146	1054615836	149.5878009
SAMEA7723534_ERR5005325	7060682	1051348870	148.9018865
SAMEA7724211_ERR5003207	7069076	1057840632	149.6434091
SAMEA7723935_ERR5003229	7076020	1057147068	149.3985416
SAMEA7723704_ERR5002202	7076450	1053198520	148.8314791
SAMEA7723942_ERR5001958	7083008	1057290470	149.2713929
SAMEA7723698_ERR5003471	7086990	1060702412	149.6689585
SAMEA7723715_ERR5005025	7093550	1055413070	148.7848919
SAMEA7723938_ERR5001953	7097982	1054655439	148.5852513
SAMEA7723516_ERR5002082	7122952	1062712790	149.1955568
SAMEA7724240_ERR5002018	7123692	1066266226	149.678878
SAMEA7723504_ERR5003310	7123832	1034098668	145.1604513
SAMEA7723963_ERR5003289	7127398	1068229568	149.8765143
SAMEA7724117_ERR5003708	7131574	1058928145	148.4844923
SAMEA7724315_ERR5002134	7134414	1067138878	149.576248
SAMEA7723968_ERR5003309	7145130	1065275743	149.0911632
SAMEA7723699_ERR5003472	7145312	1066692196	149.285601
SAMEA7723459_ERR5003189	7145584	1068343607	149.5110277
SAMEA7723883_ERR5004421	7163100	1059619339	147.927481
SAMEA7723449_ERR5001898	7173524	1073539855	149.6530652
SAMEA7724286_ERR5002052	7175638	1072560707	149.4725217
SAMEA7723863_ERR5003038	7197760	1078062738	149.7775333
SAMEA7724166_ERR5005231	7203842	1072169371	148.8329937
SAMEA7723447_ERR5001894	7206184	1078048517	149.6004705
SAMEA7723426_ERR5003102	7207372	1074706565	149.1121264
SAMEA7723704_ERR5003481	7216136	1074298704	148.874509
SAMEA7723938_ERR5003232	7216696	1072652210	148.634806
SAMEA7723912_ERR5003145	7221838	1080405877	149.6026188
SAMEA7723394_ERR5003587	7224224	1073774261	148.635239
SAMEA7723920_ERR5004533	7225684	1074579254	148.7166134
SAMEA7724280_ERR5003325	7227018	1080181197	149.4643015
SAMEA7723404_ERR5001777	7229308	1082251462	149.7033273
SAMEA7723416_ERR5003086	7242974	1084621807	149.7481293
SAMEA7723458_ERR5005169	7244872	1079806818	149.044292
SAMEA7724177_ERR5005249	7249462	1078538670	148.7749946
SAMEA7723873_ERR5003047	7264892	1084773747	149.3172572
SAMEA7723643_ERR5005223	7267684	1081166152	148.763506
SAMEA7723514_ERR5004885	7272750	1082116805	148.7905957
SAMEA7723617_ERR5003772	7286620	1083323186	148.6729356
SAMEA7724178_ERR5003853	7287070	1082386451	148.535207
SAMEA7723679_ERR5001975	7300970	1093721613	149.8049729
SAMEA7723420_ERR5001813	7304476	1091410093	149.416617
SAMEA7723908_ERR5001858	7317528	1094203202	149.5318094
SAMEA7723610_ERR5001818	7318358	1095765616	149.7283429
SAMEA7724006_ERR5002170	7359914	1100548238	149.5327579
SAMEA7724198_ERR5004672	7373696	1095847047	148.6157074
SAMEA7723442_ERR5001867	7381322	1104799982	149.6750829
SAMEA7723447_ERR5003173	7383276	1104721883	149.6248932
SAMEA7724066_ERR5002266	7384862	1105919320	149.7549067
SAMEA7723446_ERR5001893	7387432	1106607245	149.7959298
SAMEA7723934_ERR5003226	7395930	1107358599	149.7254029
SAMEA7723449_ERR5003177	7397544	1107234857	149.6760083
SAMEA7723995_ERR5002120	7399436	1105377781	149.3867615
SAMEA7724285_ERR5002051	7400012	1104603849	149.2705483
SAMEA7724286_ERR5003331	7400460	1106401057	149.5043628
SAMEA7723412_ERR5001800	7410382	1108349812	149.5671629
SAMEA7723679_ERR5003254	7413644	1110716123	149.8205367
SAMEA7723404_ERR5003056	7422284	1111304980	149.7254726
SAMEA7724240_ERR5003297	7424738	1111502386	149.7025735
SAMEA7723465_ERR5001969	7427868	1083544304	145.8755465
SAMEA7724315_ERR5003413	7439776	1113044487	149.6072579
SAMEA7724325_ERR5002141	7451474	1114293723	149.5400404
SAMEA7723610_ERR5003097	7463222	1117607794	149.7487002
SAMEA7724337_ERR5003425	7470168	1117561456	149.603256
SAMEA7724006_ERR5003449	7474188	1117737250	149.5463119
SAMEA7724337_ERR5004178	7474452	1110385395	148.557432
SAMEA7723465_ERR5003248	7474796	1090856935	145.9380209
SAMEA7724160_ERR5004602	7482228	1113200861	148.779329
SAMEA7724313_ERR5002132	7501252	1123495342	149.7743766
SAMEA7723864_ERR5001759	7503546	1123723566	149.7590027
SAMEA7723412_ERR5003079	7506132	1122797814	149.5840753
SAMEA7724332_ERR5004173	7510166	1116336656	148.6434063
SAMEA7723439_ERR5001861	7513258	1123137135	149.4873642
SAMEA7723711_ERR5004234	7522042	1118945709	148.7555785
SAMEA7724178_ERR5004640	7525988	1118339375	148.5970181
SAMEA7723700_ERR5004223	7536474	1092192891	144.9209393
SAMEA7724203_ERR5004677	7551530	1121429547	148.5036207
SAMEA7723856_ERR5003599	7557234	1124655622	148.8184198
SAMEA7723872_ERR5003046	7560400	1131075143	149.6051985
SAMEA7723490_ERR5002007	7565080	1132448747	149.6942196
SAMEA7723926_ERR5001900	7567984	1131785128	149.549091
SAMEA7723708_ERR5002207	7575278	1132224803	149.4631356
SAMEA7723908_ERR5003137	7585258	1134456285	149.5606722
SAMEA7723861_ERR5001756	7586532	1134352834	149.5219204
SAMEA7723442_ERR5003146	7587814	1135875752	149.6973637
SAMEA7723613_ERR5003149	7601448	1138779713	149.810893
SAMEA7724285_ERR5003330	7616822	1137258798	149.3088322
SAMEA7724111_ERR5001847	7622664	1141266848	149.7202091
SAMEA7724293_ERR5002057	7634146	1141135794	149.4778583
SAMEA7724318_ERR5002137	7641522	1144314013	149.7494888
SAMEA7723743_ERR5003536	7653788	1142827499	149.3152801
SAMEA7724187_ERR5005270	7655588	1135245931	148.2898415
SAMEA7723394_ERR5004374	7656986	1138592385	148.6998128
SAMEA7723864_ERR5003039	7667788	1148455452	149.7766308
SAMEA7723554_ERR5002251	7695800	1142426781	148.4480861
SAMEA7723977_ERR5003360	7696442	1153801918	149.9136767
SAMEA7724325_ERR5003420	7703028	1152135825	149.5692116
SAMEA7724058_ERR5002255	7706768	1141191539	148.0765399
SAMEA7723668_ERR5005274	7707304	1147201859	148.8460633
SAMEA7723910_ERR5001864	7709388	1154755999	149.7856897
SAMEA7723707_ERR5002206	7712404	1150576686	149.1852198
SAMEA7723411_ERR5003076	7715868	1155917929	149.8104852
SAMEA7723701_ERR5002198	7716926	1149589333	148.9698532
SAMEA7723470_ERR5001978	7718600	1096035947	141.9993194
SAMEA7723490_ERR5003286	7732722	1157684228	149.7123817
SAMEA7723554_ERR5003530	7736088	1148632444	148.4771688
SAMEA7724058_ERR5003534	7744098	1146965530	148.1083439
SAMEA7723457_ERR5001908	7749466	1156938462	149.2926689
SAMEA7723926_ERR5003179	7749900	1159187196	149.5744714
SAMEA7723539_ERR5002166	7756162	1160054652	149.5655521
SAMEA7724318_ERR5003416	7764888	1162936850	149.7686573
SAMEA7723444_ERR5004535	7774532	1155414852	148.6153574
SAMEA7723991_ERR5003385	7778114	1165218798	149.8073695
SAMEA7723895_ERR5003089	7781668	1165136804	149.7284135
SAMEA7723708_ERR5003486	7790642	1164666645	149.4955929
SAMEA7723608_ERR5003645	7794618	1160433450	148.8762438
SAMEA7723480_ERR5003278	7803270	1168946992	149.8021973
SAMEA7724053_ERR5002245	7807808	1167699032	149.5552954
SAMEA7723528_ERR5002110	7816472	1168631451	149.5088131
SAMEA7724196_ERR5004670	7828816	1162821382	148.5309378
SAMEA7723933_ERR5001946	7846838	1172750426	149.4551596
SAMEA7723707_ERR5003485	7848744	1171145892	149.2144338
SAMEA7723701_ERR5003477	7862058	1171442049	148.9994158
SAMEA7723897_ERR5001817	7864412	1178025918	149.7919893
SAMEA7724118_ERR5001853	7868280	1178103606	149.728226
SAMEA7723972_ERR5002071	7875442	1179546898	149.7753266
SAMEA7723599_ERR5001733	7876414	1178866804	149.6704978
SAMEA7723445_ERR5001889	7882210	1179637643	149.6582358
SAMEA7723860_ERR5001755	7889966	1181382161	149.7322246
SAMEA7723457_ERR5003187	7894144	1178776138	149.3228573
SAMEA7724268_ERR5002040	7894558	1182106121	149.736834
SAMEA7723856_ERR5004386	7896998	1175670720	148.8756512
SAMEA7723450_ERR5001899	7901982	1182596091	149.6581606
SAMEA7723986_ERR5002096	7907016	1181685395	149.4477051
SAMEA7723910_ERR5003143	7913098	1185435651	149.8067699
SAMEA7724111_ERR5003126	7917484	1185606766	149.7453946
SAMEA7724043_ERR5002232	7920812	1186174436	149.7541459
SAMEA7723672_ERR5001948	7923030	1184537138	149.5055727
SAMEA7724117_ERR5004495	7931448	1178222525	148.550747
SAMEA7723859_ERR5003034	7937148	1189178067	149.8243534
SAMEA7723989_ERR5002100	7946066	1189354301	149.6783819
SAMEA7723539_ERR5003445	7947018	1188740563	149.5832227
SAMEA7723711_ERR5005021	7951748	1183313977	148.8118055
SAMEA7724053_ERR5003524	7952246	1189432181	149.5718544
SAMEA7724108_ERR5003123	7960302	1190597804	149.5669139
SAMEA7723551_ERR5003516	7964498	1193165335	149.8104884
SAMEA7724046_ERR5002236	7975546	1191269487	149.3652581
SAMEA7723528_ERR5003389	7975996	1192689906	149.5349178
SAMEA7723690_ERR5004212	7976122	1186365989	148.7396994
SAMEA7723524_ERR5003383	7976824	1194378624	149.731099
SAMEA7724337_ERR5004965	7979444	1185926958	148.6227559
SAMEA7723395_ERR5001740	7985096	1196236080	149.8086034
SAMEA7724332_ERR5004960	7990260	1188211370	148.7074726
SAMEA7723874_ERR5001772	7998210	1192008323	149.0343868
SAMEA7723858_ERR5001753	7999240	1198078819	149.7740809
SAMEA7724055_ERR5002249	8001724	1195467692	149.4012655
SAMEA7724137_ERR5005174	8002734	1190895254	148.8110506
SAMEA7723933_ERR5003225	8003144	1196336611	149.4833294
SAMEA7723410_ERR5003075	8009626	1199332270	149.7363635
SAMEA7723972_ERR5003350	8017090	1200911022	149.7938806
SAMEA7723897_ERR5003096	8025846	1202321417	149.8061908
SAMEA7723608_ERR5004432	8033404	1196347500	148.9216153
SAMEA7724147_ERR5005192	8037102	1194061202	148.5686261
SAMEA7723672_ERR5003227	8040280	1202243038	149.5275087
SAMEA7723850_ERR5003014	8044070	1204857226	149.7820414
SAMEA7724011_ERR5002186	8047536	1205622689	149.8126494
SAMEA7723907_ERR5003121	8048254	1204878609	149.7068319
SAMEA7723989_ERR5003379	8066114	1207505823	149.7010609
SAMEA7723488_ERR5002005	8070484	1208274192	149.7152082
SAMEA7723476_ERR5003265	8076300	1208253094	149.6047811
SAMEA7723407_ERR5003065	8079262	1203314961	148.9387225
SAMEA7723986_ERR5003375	8084702	1208468807	149.4759865
SAMEA7723510_ERR5002073	8126134	1217326030	149.8038341
SAMEA7724296_ERR5002060	8129932	1217245471	149.7239425
SAMEA7724055_ERR5003528	8147974	1217520695	149.426188
SAMEA7723936_ERR5001951	8148220	1213463438	148.9237451
SAMEA7723395_ERR5003020	8150706	1221194882	149.826884
SAMEA7723445_ERR5003168	8154170	1220503869	149.678492
SAMEA7723450_ERR5003178	8154744	1220644459	149.6851966
SAMEA7724118_ERR5003132	8170580	1223532431	149.7485406
SAMEA7723414_ERR5003082	8180222	1222620418	149.4605425
SAMEA7724128_ERR5001854	8188828	1225526824	149.6583912
SAMEA7724011_ERR5003465	8190470	1227194180	149.8319608
SAMEA7723540_ERR5003446	8193404	1226934584	149.7466235
SAMEA7724047_ERR5002240	8195180	1227916462	149.8339831
SAMEA7723673_ERR5001949	8198690	1223567862	149.2394348
SAMEA7723874_ERR5003051	8202052	1222708835	149.0735288
SAMEA7723742_ERR5002247	8213012	1228116987	149.5330808
SAMEA7724344_ERR5002152	8219426	1213346041	147.6193156
SAMEA7724043_ERR5003511	8226126	1232108939	149.7799741
SAMEA7723695_ERR5004218	8232680	1223180538	148.5762277
SAMEA7723532_ERR5002114	8235302	1234077644	149.8521419
SAMEA7723858_ERR5003033	8239346	1234227842	149.7968215
SAMEA7724336_ERR5002145	8271140	1226081922	148.2361466
SAMEA7723394_ERR5001739	8271880	1238251243	149.694053
SAMEA7723914_ERR5001869	8282842	1239367581	149.6307162
SAMEA7724206_ERR5003202	8284008	1236355901	149.2461018
SAMEA7723990_ERR5003380	8297242	1243558682	149.8761494
SAMEA7723673_ERR5003228	8306508	1239854168	149.2629837
SAMEA7723984_ERR5002090	8310716	1235043256	148.6085261
SAMEA7723640_ERR5005219	8314914	1235508809	148.5894874
SAMEA7723988_ERR5002099	8317024	1227704588	147.6134478
SAMEA7723886_ERR5001789	8323158	1246982455	149.8208318
SAMEA7723601_ERR5001745	8332638	1247099599	149.6644399
SAMEA7724047_ERR5003519	8358996	1252628513	149.8539433
SAMEA7723742_ERR5003526	8362740	1250685468	149.5545082
SAMEA7724154_ERR5003803	8363478	1244567974	148.8098581
SAMEA7724344_ERR5003431	8366018	1235565259	147.6885729
SAMEA7723452_ERR5001903	8403482	1253482296	149.1622516
SAMEA7723725_ERR5005036	8404108	1249470061	148.6737273
SAMEA7723532_ERR5003393	8411266	1260602021	149.8706641
SAMEA7724292_ERR5004858	8416254	1249602393	148.4748907
SAMEA7723886_ERR5003068	8422084	1261952940	149.8385601
SAMEA7723488_ERR5003284	8428894	1262148469	149.7406978
SAMEA7724065_ERR5002265	8452740	1262453236	149.3543201
SAMEA7723529_ERR5004917	8464226	1261085092	148.9900071
SAMEA7723452_ERR5003182	8475542	1264438508	149.1867432
SAMEA7724336_ERR5003424	8477884	1257248272	148.2974138
SAMEA7723678_ERR5003246	8482316	1269962258	149.7188101
SAMEA7723394_ERR5003019	8493520	1271610550	149.7153771
SAMEA7723930_ERR5001944	8497032	1271689797	149.6628231
SAMEA7724345_ERR5002153	8501912	1267778183	149.116832
SAMEA7723988_ERR5003378	8510158	1256817757	147.684421
SAMEA7723479_ERR5001997	8524892	1277588583	149.865662
SAMEA7724338_ERR5004179	8526734	1266455947	148.5276716
SAMEA7723468_ERR5001973	8531988	1273619724	149.2758457
SAMEA7724065_ERR5003544	8539340	1275625834	149.3822513
SAMEA7723645_ERR5005225	8542444	1270412752	148.717715
SAMEA7723718_ERR5004241	8551142	1271224571	148.6613801
SAMEA7724128_ERR5003133	8553728	1280383127	149.6871454
SAMEA7723462_ERR5003242	8553778	1278768138	149.4974663
SAMEA7723983_ERR5002088	8555828	1271106348	148.5661409
SAMEA7724212_ERR5001929	8568508	1282617287	149.6896877
SAMEA7723601_ERR5003025	8573438	1283341691	149.6881054
SAMEA7724174_ERR5005245	8580404	1260138896	146.86242
SAMEA7723706_ERR5002205	8606022	1274368348	148.0786765
SAMEA7724153_ERR5003801	8620564	1282963102	148.8258891
SAMEA7723468_ERR5003252	8647902	1291116015	149.2981783
SAMEA7723849_ERR5001732	8659908	1293857105	149.4077195
SAMEA7723890_ERR5005156	8666152	1294587395	149.3843398
SAMEA7723983_ERR5003367	8668528	1288223412	148.6092462
SAMEA7723455_ERR5001906	8677942	1296487440	149.4003348
SAMEA7723958_ERR5001998	8695832	1302744049	149.8124675
SAMEA7724060_ERR5002258	8701410	1303361803	149.7874256
SAMEA7724345_ERR5003432	8701966	1297890539	149.1491163
SAMEA7723388_ERR5003003	8704296	1297966383	149.1179049
SAMEA7723695_ERR5005005	8712232	1294938178	148.6344921
SAMEA7723479_ERR5003276	8716754	1306476665	149.8810985
SAMEA7723706_ERR5003484	8720394	1291710852	148.1252856
SAMEA7723473_ERR5003957	8767090	1293432644	147.5327211
SAMEA7724196_ERR5001913	8768276	1308065452	149.181601
SAMEA7723635_ERR5005211	8773314	1305659466	148.8216957
SAMEA7723718_ERR5005028	8791458	1307495363	148.7233816
SAMEA7723506_ERR5003314	8798098	1319156332	149.9365354
SAMEA7724239_ERR5003296	8802062	1318163467	149.7562125
SAMEA7723538_ERR5003405	8820382	1309035740	148.4103228
SAMEA7724299_ERR5004078	8820992	1310618265	148.5794642
SAMEA7724060_ERR5003537	8823770	1321816725	149.8018109
SAMEA7724212_ERR5003208	8824640	1321159615	149.7125792
SAMEA7723455_ERR5003185	8834638	1320109457	149.4242839
SAMEA7723473_ERR5004744	8873890	1309986794	147.622609
SAMEA7724282_ERR5002048	8877938	1325588512	149.3126571
SAMEA7723900_ERR5001826	8881358	1329015770	149.6410538
SAMEA7724153_ERR5004588	8888242	1323280431	148.8798832
SAMEA7723611_ERR5001855	8901380	1329780158	149.390337
SAMEA7723527_ERR5002108	8930526	1337183503	149.7317743
SAMEA7723878_ERR5003057	8939332	1335412342	149.3861445
SAMEA7724196_ERR5003192	8957208	1336526207	149.212367
SAMEA7724314_ERR5002133	8987468	1344927581	149.6447699
SAMEA7723693_ERR5004216	8996578	1337894915	148.711534
SAMEA7723987_ERR5002097	9025602	1351874042	149.7821466
SAMEA7723451_ERR5001901	9028382	1351634152	149.7094554
SAMEA7724205_ERR5001922	9029686	1339638056	148.3593179
SAMEA7723943_ERR5001959	9035158	1338607928	148.1554532
SAMEA7724338_ERR5004966	9046186	1344275919	148.6014016
