samp_name,source_mat_id,id,sample_link,EMSL_store_temp,abs_air_humidity,address,adj_room,aero_struc,agrochem_addition,air_temp,air_temp_regm,al_sat,al_sat_meth,alt,amount_light,analysis_type,annual_precpt,annual_temp,arch_struc,avg_dew_point,avg_occup,avg_temp,bathroom_count,bedroom_count,biotic_regm,biotic_relationship,build_docs,build_occup_type,building_setting,built_struc_age,built_struc_set,built_struc_type,carb_dioxide,carb_nitro_ratio,ceil_area,ceil_cond,ceil_finish_mat,ceil_struc,ceil_texture,ceil_thermal_mass,ceil_type,ceil_water_mold,chem_administration,climate_environment,collection_date,collection_date_inc,collection_time,collection_time_inc,cool_syst_id,crop_rotation,cur_land_use,cur_vegetation,cur_vegetation_meth,date_last_rain,depth,dew_point,dna_absorb1,dna_absorb2,dna_collect_site,dna_concentration,dna_cont_type,dna_cont_well,dna_container_ID,dna_dnase,dna_isolate_meth,dna_organisms,dna_project_contact,dna_samp_ID,dna_sample_format,dna_sample_name,dna_seq_project,dna_seq_project_PI,dna_seq_project_name,dna_volume,door_comp_type,door_cond,door_direct,door_loc,door_mat,door_move,door_size,door_type,door_type_metal,door_type_wood,door_water_mold,drainage_class,drawings,ecosystem,ecosystem_category,ecosystem_subtype,ecosystem_type,elev,elevator,env_broad_scale,env_local_scale,env_medium,env_package,escalator,exp_duct,exp_pipe,experimental_factor,experimental_factor_other,ext_door,ext_wall_orient,ext_window_orient,extreme_event,fao_class,filter_method,filter_type,fire,fireplace_type,flooding,floor_age,floor_area,floor_cond,floor_count,floor_finish_mat,floor_struc,floor_thermal_mass,floor_water_mold,freq_clean,freq_cook,furniture,gaseous_environment,gender_restroom,geo_loc_name,growth_facil,hall_count,handidness,heat_cool_type,heat_deliv_loc,heat_sys_deliv_meth,heat_system_id,heavy_metals,heavy_metals_meth,height_carper_fiber,horizon_meth,humidity_regm,indoor_space,indoor_surf,inside_lux,int_wall_cond,isotope_exposure,last_clean,lat_lon,light_regm,light_type,link_class_info,link_climate_info,local_class,local_class_meth,max_occup,mech_struc,micro_biomass_C_meth,micro_biomass_N_meth,micro_biomass_meth,microbial_biomass,microbial_biomass_C,microbial_biomass_N,misc_param,non_microb_biomass,non_microb_biomass_method,number_pets,number_plants,number_resident,occup_density_samp,occup_document,occup_samp,org_matter,org_nitro,org_nitro_method,organism_count,other_treatment,oxy_stat_samp,ph,ph_meth,phosphate,pres_animal_insect,prev_land_use_meth,previous_land_use,profile_position,project_ID,proposal_dna,quad_pos,rel_air_humidity,rel_humidity_out,rel_samp_loc,rel_to_oxygen,replicate_number,room_air_exch_rate,room_architec_elem,room_condt,room_connected,room_count,room_dim,room_door_dist,room_door_share,room_hallway,room_loc,room_moist_dam_hist,room_net_area,room_occup,room_samp_pos,room_type,room_vol,room_wall_share,room_window_count,salinity,salinity_meth,samp_collec_device,samp_collec_method,samp_floor,samp_mat_process,samp_room_id,samp_size,samp_sort_meth,samp_store_temp,samp_time_out,samp_type,samp_weather,sample_shipped,season,season_precpt,season_temp,season_use,shad_dev_water_mold,shading_device_cond,shading_device_loc,shading_device_mat,shading_device_type,sieving,size_frac,size_frac_low,size_frac_up,slope_aspect,slope_gradient,soil_horizon,soil_text_measure,soil_texture_meth,soil_type,soil_type_meth,space_typ_state,specific,specific_ecosystem,specific_humidity,start_date_inc,start_time_inc,store_cond,substructure_type,surf_air_cont,surf_humidity,surf_material,surf_moisture,surf_moisture_ph,surf_temp,technical_reps,temp,temp_out,tillage,tot_carb,tot_nitro_cont_meth,tot_nitro_content,tot_org_c_meth,tot_org_carb,tot_phosp,train_line,train_stat_loc,train_stop_loc,typ_occup_density,ventilation_type,vis_media,wall_area,wall_const_type,wall_finish_mat,wall_height,wall_loc,wall_surf_treatment,wall_texture,wall_thermal_mass,wall_water_mold,water_cont_soil_meth,water_content,water_feat_size,water_feat_type,watering_regm,weekday,window_cond,window_cover,window_horiz_pos,window_loc,window_mat,window_open_freq,window_size,window_status,window_type,window_vert_pos,window_water_mold
Aug2016WEW_Plot13_D7,UUID: #####,nmdc:fk0mtv291,000150d8-15ea-473f-ac11-cbef1f66a532,-80,,,,,,,,,,,,natural organic matter,804 mm/year,5.0 C,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/16,,,,,,"conifers (e.g. pine,spruce,fir,cypress)",,,,75-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,393 m,,__temperate woodland biome [ENVO:01000221],spruce forest soil,peat soil [ENVO:00005774],soil,,,,,,,,,,Histosols,,,,,,,,,,,,,,,,,,,"USA: Minnesota, Marcel Experimental Forest",field,,,,,,,,,,,,,,,,,,47.506961 -93.455715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerobic,4,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,aerobe,1,,,,,,,,,,,,,,,,,,,,,russian corer,,,,,+10 grams,,-80 C,,soil,,10 grams,,,,,,,,,,,,,,,,O horizon,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544.",0.78,,,,,,,,,,,,,,,
Aug2016WEW_Plot17_D2,UUID: #####,nmdc:fk020kx41,000150d8-15ea-473f-ac11-cbef1f66a532,-80,,,,,,,,,,,,natural organic matter,804 mm/year,5.0 C,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/16,,,,,,"conifers (e.g. pine,spruce,fir,cypress)",,,,20-Oct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,393 m,,__temperate woodland biome [ENVO:01000221],spruce forest soil,peat soil [ENVO:00005774],soil,,,,,,,,,,Histosols,,,,,,,,,,,,,,,,,,,"USA: Minnesota, Marcel Experimental Forest",field,,,,,,,,,,,,,,,,,,47.506961 -93.455715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerobic,4,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,aerobe,1,,,,,,,,,,,,,,,,,,,,,russian corer,,,,,+10 grams,,-80 C,,soil,,10 grams,,,,,,,,,,,,,,,,O horizon,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544.",0.63,,,,,,,,,,,,,,,
Aug2016WEW_Plot17_D5,UUID: #####,nmdc:fk0qz4y15,000150d8-15ea-473f-ac11-cbef1f66a532,-80,,,,,,,,,,,,natural organic matter,804 mm/year,5.0 C,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/16,,,,,,"conifers (e.g. pine,spruce,fir,cypress)",,,,40-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,393 m,,__temperate woodland biome [ENVO:01000221],spruce forest soil,peat soil [ENVO:00005774],soil,,,,,,,,,,Histosols,,,,,,,,,,,,,,,,,,,"USA: Minnesota, Marcel Experimental Forest",field,,,,,,,,,,,,,,,,,,47.506961 -93.455715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerobic,4,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,aerobe,1,,,,,,,,,,,,,,,,,,,,,russian corer,,,,,+10 grams,,-80 C,,soil,,10 grams,,,,,,,,,,,,,,,,O horizon,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544.",0.63,,,,,,,,,,,,,,,
Aug2016WEW_Plot17_D7,UUID: #####,nmdc:fk0vbjm23,000150d8-15ea-473f-ac11-cbef1f66a532,-80,,,,,,,,,,,,natural organic matter,804 mm/year,5.0 C,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/16,,,,,,"conifers (e.g. pine,spruce,fir,cypress)",,,,75-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,393 m,,__temperate woodland biome [ENVO:01000221],spruce forest soil,peat soil [ENVO:00005774],soil,,,,,,,,,,Histosols,,,,,,,,,,,,,,,,,,,"USA: Minnesota, Marcel Experimental Forest",field,,,,,,,,,,,,,,,,,,47.506961 -93.455715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerobic,4,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,aerobe,1,,,,,,,,,,,,,,,,,,,,,russian corer,,,,,+10 grams,,-80 C,,soil,,10 grams,,,,,,,,,,,,,,,,O horizon,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544.",0.63,,,,,,,,,,,,,,,
,,nmdc:fk0f45k14,000150d8-15ea-473f-ac11-cbef1f66a532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formatted however,UUID:441c100e-f327-11ec-b939-0242ac120002,nmdc:fk0r58c71,000150d8-15ea-473f-ac11-cbef1f66a532,-80,,,,,,,,,,,,natural organic matter,1.56 mm/day OR 804 mm/year,5.0 C,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/16,,,,,,"conifers (e.g. pine,spruce,fir,cypress)",,,,75-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,393 m,,__temperate woodland biome [ENVO:01000221],spruce forest soil,peat soil [ENVO:00005774],soil,,,,,,,,,,Histosols,,,,,,,,,,,,,,,,,,,"USA: Minnesota, Marcel Experimental Forest OR USA: Minnesota, Spruce and Peatland Responses Under Changing Environments OR: USA: Minnesota, Grand Rapids",field,,,,,,,,,,,,,,,,,,47.506961 -93.455715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerobic,4,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,aerobe,1,,,,,,,,,,,,,,,,,,,,,russian corer,,,,,+10 grams,,-80 C,,soil,,10 grams,,,,,,,,,,,,,,,,O horizon,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"Gardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544.",0.63,,,,,,,,,,,,,,,
REQUIRED,REQUIRED,nmdc:fk0dbnm46,000150d8-15ea-473f-ac11-cbef1f66a532,REQUIRED,,,,,,,,,,,,REQUIRED,BONUS,BONUS,,,,,,,,,,,,,,,,,,,,,,,,,,,REQUIRED,,,,,,BONUS,,,,REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REQUIRED,REQUIRED,REQUIRED,REQUIRED,REQUIRED,,REQUIRED,REQUIRED,REQUIRED,REQUIRED,,,,,,,,,,BONUS,,,,,,,,,,,,,,,,,,,REQUIRED,REQUIRED,,,,,,,,,,,,,,,,,,REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BONUS,REQUIRED,REQUIRED,,,,,,REQUIRED,,,,,,BONUS,BONUS,,,,,,,,,,,,,,,,,,,,,REQUIRED,> REQUIRED>,,,,REQUIRED,,REQUIRED,,REQUIRED,,REQUIRED,,,,,,,,,,,,,,,,BONUS,,,,,,,REQUIRED,,,,REQUIRED,,,,,,,,BONUS,,,,,,,,,,,,,,,,,,,,,,,,,REQUIRED,REQUIRED,,,,,,,,,,,,,,,
,"FIX, Copy paste is weird. Will we have find / replace?",nmdc:fk044fh18,000150d8-15ea-473f-ac11-cbef1f66a532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^ Need to FIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> Needs Fixed>,,,,"> Gaseous, Broken, REQUIRED>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRUCE_P6_ambientCO2_D2,nmdc:sample_01,nmdc:fk067ft98,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,10-20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P13_ambientCO2_D2,sample_02,nmdc:fk0regt34,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,10-20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P17_ambientCO2_D2,sample_03,nmdc:fk0gnpk47,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,10-20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P6_ambientCO2_D5,sample_04,nmdc:fk0g4gv55,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,40-50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P13_ambientCO2_D5,sample_05,nmdc:fk0nb7f91,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,40-50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P17_ambientCO2_D5,sample_06,nmdc:fk0bzby53,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,40-50 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P6_ambientCO2_D7,sample_07,nmdc:fk0tsp190,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,75-100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P13_ambientCO2_D7,sample_08,nmdc:fk0e7fq54,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,75-100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
SPRUCE_P17_ambientCO2_D7,sample_09,nmdc:fk0h7gr20,9b5d160d-bd08-4d9a-b3aa-5a3f9fa00399,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 23rd, 2016,",,,,,,,,,,75-100 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,subpolar biome [ENVO:01001834],peatland [ENVO:00000044],alpine soil [ENVO:00005741],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marcell Experimental Forest, Minnesota, United States",field_incubation,,,,,,,,,,,,,,,,,,"47.5191° N, 93.4596° W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zhang, Hailin, and Kendal Henderson. Procedures used by OSU Soil, Water and Forage Analytical Laboratory. Oklahoma Cooperative Extension Service, 2016.",,,,,,11111,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80 degC,,soil,,10g,,,,,,,,,,Hand homogenize in-field,,,,,,,,,,,,,Bog,,,,frozen,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,"GravimetricGardner, Walter H. ""Water content."" Methods of Soil Analysis: Part 1 Physical and Mineralogical Methods 5 (1986): 493-544",,,,,,,,,,,,,,,,
p6_d1,1f3dca6a-06dd-11ed-b939-0242ac120002,nmdc:fk0w3x377,7a48c118-0459-4b1c-9faa-d1f817cd00e8,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental,Terrestrial,Peat,Soil,,,,peatland [ENVO:00000044],peat soil [ENVO:00005774],Soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soil,,10g,,,,,,,,,,,,,,,,,,,,,,,Bog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p6_d2,1f3dccfe-06dd-11ed-b939-0242ac120002,nmdc:fk0bmd278,7a48c118-0459-4b1c-9faa-d1f817cd00e8,-80,,,,,,,,,,,,metabolomics;natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/23/2016,,,,,,,,,,.01-.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peatland [ENVO:00000044],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA_USDA Forest Service Marcell Experimental Forest,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p6_d3,1f3dce34-06dd-11ed-b939-0242ac120002,nmdc:fk0h4ba58,7a48c118-0459-4b1c-9faa-d1f817cd00e8,-80,,,,,,,,,,,,natural organic matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peatland [ENVO:00000044],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
